Date,Close
02/01/2018 16:00:00,73.84
03/01/2018 16:00:00,76.75
04/01/2018 16:00:00,76.73
05/01/2018 16:00:00,78.7
08/01/2018 16:00:00,79.05
09/01/2018 16:00:00,79.19
10/01/2018 16:00:00,79.37
11/01/2018 16:00:00,79.75
12/01/2018 16:00:00,80.54
16/01/2018 16:00:00,80.42
17/01/2018 16:00:00,82.47
18/01/2018 16:00:00,82.94
19/01/2018 16:00:00,83.84
22/01/2018 16:00:00,83.98
23/01/2018 16:00:00,84.21
24/01/2018 16:00:00,83.71
25/01/2018 16:00:00,84.34
26/01/2018 16:00:00,85.45
29/01/2018 16:00:00,84.31
30/01/2018 16:00:00,83.78
31/01/2018 16:00:00,85.32
01/02/2018 16:00:00,78.4
02/02/2018 16:00:00,76.57
05/02/2018 16:00:00,74.71
06/02/2018 16:00:00,75.68
07/02/2018 16:00:00,75.59
08/02/2018 16:00:00,72.32
09/02/2018 16:00:00,74.75
12/02/2018 16:00:00,75.28
13/02/2018 16:00:00,74.97
14/02/2018 16:00:00,77.27
15/02/2018 16:00:00,78.3
16/02/2018 16:00:00,78.37
20/02/2018 16:00:00,77.06
21/02/2018 16:00:00,76.51
22/02/2018 16:00:00,77.7
23/02/2018 16:00:00,79.69
26/02/2018 16:00:00,79.35
27/02/2018 16:00:00,79.46
28/02/2018 16:00:00,79.41
01/03/2018 16:00:00,78.64
02/03/2018 16:00:00,78.87
05/03/2018 16:00:00,79.07
06/03/2018 16:00:00,79.23
07/03/2018 16:00:00,79.52
08/03/2018 16:00:00,79.87
09/03/2018 16:00:00,80.71
12/03/2018 16:00:00,80.6
13/03/2018 16:00:00,80.2
14/03/2018 16:00:00,83.31
15/03/2018 16:00:00,82.57
16/03/2018 16:00:00,82.16
19/03/2018 16:00:00,80.3
20/03/2018 16:00:00,80.86
21/03/2018 16:00:00,81.04
22/03/2018 16:00:00,78.56
23/03/2018 16:00:00,76.44
26/03/2018 16:00:00,78.95
27/03/2018 16:00:00,76.31
28/03/2018 16:00:00,75.06
29/03/2018 16:00:00,75.87
02/04/2018 16:00:00,75
03/04/2018 16:00:00,74.56
04/04/2018 16:00:00,74.78
05/04/2018 16:00:00,76.95
06/04/2018 16:00:00,73.86
09/04/2018 16:00:00,75.19
10/04/2018 16:00:00,76.79
11/04/2018 16:00:00,76.5
12/04/2018 16:00:00,77.46
13/04/2018 16:00:00,77.27
16/04/2018 16:00:00,77.8
17/04/2018 16:00:00,80.03
18/04/2018 16:00:00,80.34
19/04/2018 16:00:00,79.68
20/04/2018 16:00:00,78.73
23/04/2018 16:00:00,78.21
24/04/2018 16:00:00,75.28
25/04/2018 16:00:00,74
26/04/2018 16:00:00,76.03
27/04/2018 16:00:00,74.13
30/04/2018 16:00:00,74.61
01/05/2018 16:00:00,74.81
02/05/2018 16:00:00,71.73
03/05/2018 16:00:00,73.45
04/05/2018 16:00:00,73.99
07/05/2018 16:00:00,74.67
08/05/2018 16:00:00,75.72
09/05/2018 16:00:00,77.01
10/05/2018 16:00:00,79.19
11/05/2018 16:00:00,79.2
14/05/2018 16:00:00,78.81
15/05/2018 16:00:00,77.79
16/05/2018 16:00:00,77.82
17/05/2018 16:00:00,79.19
18/05/2018 16:00:00,80.79
21/05/2018 16:00:00,81.25
22/05/2018 16:00:00,80.62
23/05/2018 16:00:00,81.08
24/05/2018 16:00:00,81.55
25/05/2018 16:00:00,80.96
29/05/2018 16:00:00,80.73
30/05/2018 16:00:00,81.6
31/05/2018 16:00:00,82.07
01/06/2018 16:00:00,83.25
04/06/2018 16:00:00,84.57
05/06/2018 16:00:00,85.05
06/06/2018 16:00:00,85.21
07/06/2018 16:00:00,83.27
08/06/2018 16:00:00,84.34
11/06/2018 16:00:00,83.89
12/06/2018 16:00:00,85.02
13/06/2018 16:00:00,85.27
14/06/2018 16:00:00,85.61
15/06/2018 16:00:00,85.31
18/06/2018 16:00:00,85.85
19/06/2018 16:00:00,84.52
20/06/2018 16:00:00,85.95
21/06/2018 16:00:00,85.97
22/06/2018 16:00:00,85.12
25/06/2018 16:00:00,82.19
26/06/2018 16:00:00,82.32
27/06/2018 16:00:00,80.67
28/06/2018 16:00:00,82.48
29/06/2018 16:00:00,83.27
02/07/2018 16:00:00,83.89
03/07/2018 13:00:00,83.27
05/07/2018 16:00:00,84.59
06/07/2018 16:00:00,85.94
09/07/2018 16:00:00,86.23
10/07/2018 16:00:00,86.17
11/07/2018 16:00:00,86.25
12/07/2018 16:00:00,89.13
13/07/2018 16:00:00,87.99
16/07/2018 16:00:00,87.77
17/07/2018 16:00:00,88.58
18/07/2018 16:00:00,88.22
19/07/2018 16:00:00,87.38
20/07/2018 16:00:00,87.47
23/07/2018 16:00:00,89.24
24/07/2018 16:00:00,91.41
25/07/2018 16:00:00,91.37
26/07/2018 16:00:00,89.14
27/07/2018 16:00:00,85.46
30/07/2018 16:00:00,82.39
31/07/2018 16:00:00,82.14
01/08/2018 16:00:00,83.46
02/08/2018 16:00:00,85.53
03/08/2018 16:00:00,85.19
06/08/2018 16:00:00,85.77
07/08/2018 16:00:00,86.3
08/08/2018 16:00:00,86.74
09/08/2018 16:00:00,87.17
10/08/2018 16:00:00,87.01
13/08/2018 16:00:00,87.01
14/08/2018 16:00:00,87.73
15/08/2018 16:00:00,85.19
16/08/2018 16:00:00,85.32
17/08/2018 16:00:00,85.45
20/08/2018 16:00:00,85.75
21/08/2018 16:00:00,86.22
22/08/2018 16:00:00,86.95
23/08/2018 16:00:00,87.38
24/08/2018 16:00:00,90.1
27/08/2018 16:00:00,89.97
28/08/2018 16:00:00,90.61
29/08/2018 16:00:00,92.62
30/08/2018 16:00:00,92.09
31/08/2018 16:00:00,92.33
04/09/2018 16:00:00,93.07
05/09/2018 16:00:00,89.05
06/09/2018 16:00:00,89
07/09/2018 16:00:00,88.82
10/09/2018 16:00:00,89.8
11/09/2018 16:00:00,91.43
12/09/2018 16:00:00,92.4
13/09/2018 16:00:00,92.19
14/09/2018 16:00:00,90.78
17/09/2018 16:00:00,88.68
18/09/2018 16:00:00,89.72
19/09/2018 16:00:00,89.31
20/09/2018 16:00:00,90.6
21/09/2018 16:00:00,90.62
24/09/2018 16:00:00,89.62
25/09/2018 16:00:00,90.04
26/09/2018 16:00:00,89.85
27/09/2018 16:00:00,88.99
28/09/2018 16:00:00,87.84
01/10/2018 16:00:00,87.55
02/10/2018 16:00:00,86.68
03/10/2018 16:00:00,87.15
04/10/2018 16:00:00,84.34
05/10/2018 16:00:00,83.18
08/10/2018 16:00:00,80.55
09/10/2018 16:00:00,80.03
10/10/2018 16:00:00,75.45
11/10/2018 16:00:00,75.9
12/10/2018 16:00:00,79.03
15/10/2018 16:00:00,77.23
16/10/2018 16:00:00,80.61
17/10/2018 16:00:00,80.09
18/10/2018 16:00:00,77.48
19/10/2018 16:00:00,84.78
22/10/2018 16:00:00,85.43
23/10/2018 16:00:00,87.57
24/10/2018 16:00:00,83.09
25/10/2018 16:00:00,85.96
26/10/2018 16:00:00,83.37
29/10/2018 16:00:00,81.15
30/10/2018 16:00:00,80.9
31/10/2018 16:00:00,84.19
01/11/2018 16:00:00,85.04
02/11/2018 16:00:00,83.51
05/11/2018 16:00:00,84.05
06/11/2018 16:00:00,84.69
07/11/2018 16:00:00,88.23
08/11/2018 16:00:00,89.04
09/11/2018 16:00:00,86.76
12/11/2018 16:00:00,83.78
13/11/2018 16:00:00,83.78
14/11/2018 16:00:00,84.05
15/11/2018 16:00:00,86.74
16/11/2018 16:00:00,85.06
19/11/2018 16:00:00,80.13
20/11/2018 16:00:00,77.76
21/11/2018 16:00:00,79.12
23/11/2018 13:00:00,77.95
26/11/2018 16:00:00,80.86
27/11/2018 16:00:00,81.97
28/11/2018 16:00:00,85.98
29/11/2018 16:00:00,84.26
30/11/2018 16:00:00,85.81
03/12/2018 16:00:00,87.98
04/12/2018 16:00:00,84.19
06/12/2018 16:00:00,85.82
07/12/2018 16:00:00,82.77
10/12/2018 16:00:00,84.93
11/12/2018 16:00:00,85.51
12/12/2018 16:00:00,86.5
13/12/2018 16:00:00,87.56
14/12/2018 16:00:00,85.92
17/12/2018 16:00:00,84.1
18/12/2018 16:00:00,85.51
19/12/2018 16:00:00,84.03
20/12/2018 16:00:00,82.44
21/12/2018 16:00:00,78.14
24/12/2018 13:00:00,77.06
26/12/2018 16:00:00,82.8
27/12/2018 16:00:00,84.31
28/12/2018 16:00:00,83.26
31/12/2018 16:00:00,84.09
02/01/2019 16:00:00,85.75
03/01/2019 16:00:00,82.09
04/01/2019 16:00:00,86.27
07/01/2019 16:00:00,86.93
08/01/2019 16:00:00,88.7
09/01/2019 16:00:00,89.55
10/01/2019 16:00:00,90.7
11/01/2019 16:00:00,90.65
14/01/2019 16:00:00,90.43
15/01/2019 16:00:00,91.6
16/01/2019 16:00:00,90.55
17/01/2019 16:00:00,90.4
18/01/2019 16:00:00,91.12
22/01/2019 16:00:00,89.94
23/01/2019 16:00:00,90.5
24/01/2019 16:00:00,92.2
25/01/2019 16:00:00,94.28
28/01/2019 16:00:00,92.3
29/01/2019 16:00:00,91.12
30/01/2019 16:00:00,92.42
31/01/2019 16:00:00,88.76
01/02/2019 16:00:00,90.01
04/02/2019 16:00:00,91.66
05/02/2019 16:00:00,92.27
06/02/2019 16:00:00,92.25
07/02/2019 16:00:00,90.85
08/02/2019 16:00:00,91.87
11/02/2019 16:00:00,92.69
12/02/2019 16:00:00,94.38
13/02/2019 16:00:00,94.01
14/02/2019 16:00:00,94.42
15/02/2019 16:00:00,94.91
19/02/2019 16:00:00,95.02
20/02/2019 16:00:00,94.73
21/02/2019 16:00:00,94.96
22/02/2019 16:00:00,95.98
25/02/2019 16:00:00,96.7
26/02/2019 16:00:00,96.59
27/02/2019 16:00:00,97.86
28/02/2019 16:00:00,98.07
01/03/2019 16:00:00,98.8
04/03/2019 16:00:00,96.57
05/03/2019 16:00:00,96.53
06/03/2019 16:00:00,96.46
07/03/2019 16:00:00,96.21
08/03/2019 16:00:00,95.69
11/03/2019 16:00:00,97.45
12/03/2019 16:00:00,97.5
13/03/2019 16:00:00,99.31
14/03/2019 16:00:00,99.03
15/03/2019 16:00:00,100.73
18/03/2019 16:00:00,100.27
19/03/2019 16:00:00,101.54
