Date,Close
02/01/2018 16:00:00,131.8
03/01/2018 16:00:00,132.38
04/01/2018 16:00:00,135.06
05/01/2018 16:00:00,135.01
08/01/2018 16:00:00,136.61
09/01/2018 16:00:00,136.25
10/01/2018 16:00:00,136.62
11/01/2018 16:00:00,138.36
12/01/2018 16:00:00,139.75
16/01/2018 16:00:00,138.31
17/01/2018 16:00:00,139.6
18/01/2018 16:00:00,138.85
19/01/2018 16:00:00,140.98
22/01/2018 16:00:00,139.22
23/01/2018 16:00:00,139.1
24/01/2018 16:00:00,138.29
25/01/2018 16:00:00,137.33
26/01/2018 16:00:00,137.79
29/01/2018 16:00:00,137.95
30/01/2018 16:00:00,138.38
31/01/2018 16:00:00,137.73
01/02/2018 16:00:00,139.14
02/02/2018 16:00:00,135.77
05/02/2018 16:00:00,131.59
06/02/2018 16:00:00,133
07/02/2018 16:00:00,133.52
08/02/2018 16:00:00,131.53
09/02/2018 16:00:00,130.62
12/02/2018 16:00:00,132.87
13/02/2018 16:00:00,134.51
14/02/2018 16:00:00,135.83
15/02/2018 16:00:00,137.85
16/02/2018 16:00:00,137.55
20/02/2018 16:00:00,137.99
21/02/2018 16:00:00,136.77
22/02/2018 16:00:00,137.37
23/02/2018 16:00:00,137.98
26/02/2018 16:00:00,137.69
27/02/2018 16:00:00,135.16
28/02/2018 16:00:00,127.98
01/03/2018 16:00:00,123.87
02/03/2018 16:00:00,125.43
05/03/2018 16:00:00,134.14
06/03/2018 16:00:00,133.2
07/03/2018 16:00:00,133.25
08/03/2018 16:00:00,134.21
09/03/2018 16:00:00,136.27
12/03/2018 16:00:00,136.07
13/03/2018 16:00:00,135.04
14/03/2018 16:00:00,133.43
15/03/2018 16:00:00,133.37
16/03/2018 16:00:00,131.76
19/03/2018 16:00:00,130.85
20/03/2018 16:00:00,130.71
21/03/2018 16:00:00,130.73
22/03/2018 16:00:00,130.86
23/03/2018 16:00:00,129.77
26/03/2018 16:00:00,130.7
27/03/2018 16:00:00,128.42
28/03/2018 16:00:00,127.7
29/03/2018 16:00:00,128.99
02/04/2018 16:00:00,125.54
03/04/2018 16:00:00,126.82
04/04/2018 16:00:00,126.8
05/04/2018 16:00:00,127.58
06/04/2018 16:00:00,125.87
09/04/2018 16:00:00,125.44
10/04/2018 16:00:00,127.51
11/04/2018 16:00:00,128.7
12/04/2018 16:00:00,129.52
13/04/2018 16:00:00,130.18
16/04/2018 16:00:00,132.36
17/04/2018 16:00:00,134.63
18/04/2018 16:00:00,134.82
19/04/2018 16:00:00,134.24
20/04/2018 16:00:00,131.55
23/04/2018 16:00:00,131.52
24/04/2018 16:00:00,130.34
25/04/2018 16:00:00,131.58
26/04/2018 16:00:00,132.29
27/04/2018 16:00:00,126.69
30/04/2018 16:00:00,127.46
01/05/2018 16:00:00,130.82
02/05/2018 16:00:00,130.31
03/05/2018 16:00:00,129.12
04/05/2018 16:00:00,130.2
07/05/2018 16:00:00,129.93
08/05/2018 16:00:00,131.04
09/05/2018 16:00:00,130.6
10/05/2018 16:00:00,130.18
11/05/2018 16:00:00,129.28
14/05/2018 16:00:00,127.13
15/05/2018 16:00:00,127.46
16/05/2018 16:00:00,128.81
17/05/2018 16:00:00,129.48
18/05/2018 16:00:00,130.8
21/05/2018 16:00:00,130.18
22/05/2018 16:00:00,129.75
23/05/2018 16:00:00,130.1
24/05/2018 16:00:00,130.95
25/05/2018 16:00:00,130.72
29/05/2018 16:00:00,129.27
30/05/2018 16:00:00,132.24
31/05/2018 16:00:00,129.57
01/06/2018 16:00:00,130.42
04/06/2018 16:00:00,131.12
05/06/2018 16:00:00,131.31
06/06/2018 16:00:00,131.78
07/06/2018 16:00:00,129.9
08/06/2018 16:00:00,129.96
11/06/2018 16:00:00,131.09
12/06/2018 16:00:00,132.52
13/06/2018 16:00:00,132.72
14/06/2018 16:00:00,133.16
15/06/2018 16:00:00,134.74
18/06/2018 16:00:00,135.78
19/06/2018 16:00:00,135.5
20/06/2018 16:00:00,135
21/06/2018 16:00:00,132.46
22/06/2018 16:00:00,131.15
25/06/2018 16:00:00,128.76
26/06/2018 16:00:00,129.61
27/06/2018 16:00:00,125.06
28/06/2018 16:00:00,127.3
29/06/2018 16:00:00,127.75
02/07/2018 16:00:00,129.63
03/07/2018 13:00:00,131.76
05/07/2018 16:00:00,134.05
06/07/2018 16:00:00,134.88
09/07/2018 16:00:00,135.12
10/07/2018 16:00:00,134.92
11/07/2018 16:00:00,134.26
12/07/2018 16:00:00,136.31
13/07/2018 16:00:00,135.83
16/07/2018 16:00:00,135.3
17/07/2018 16:00:00,134.88
18/07/2018 16:00:00,135.83
19/07/2018 16:00:00,137.54
20/07/2018 16:00:00,135.29
23/07/2018 16:00:00,134.2
24/07/2018 16:00:00,133.32
25/07/2018 16:00:00,135.27
26/07/2018 16:00:00,137.38
27/07/2018 16:00:00,129.16
30/07/2018 16:00:00,127.93
31/07/2018 16:00:00,130.15
01/08/2018 16:00:00,132.31
02/08/2018 16:00:00,136.55
03/08/2018 16:00:00,134.89
06/08/2018 16:00:00,137.17
07/08/2018 16:00:00,137.86
08/08/2018 16:00:00,137.97
09/08/2018 16:00:00,139.75
10/08/2018 16:00:00,141.46
13/08/2018 16:00:00,140.78
14/08/2018 16:00:00,142.15
15/08/2018 16:00:00,140.57
16/08/2018 16:00:00,141.07
17/08/2018 16:00:00,139.53
20/08/2018 16:00:00,140.92
21/08/2018 16:00:00,141.07
22/08/2018 16:00:00,141.56
23/08/2018 16:00:00,141.79
24/08/2018 16:00:00,149.67
27/08/2018 16:00:00,146.93
28/08/2018 16:00:00,147.84
29/08/2018 16:00:00,147.8
30/08/2018 16:00:00,147.18
31/08/2018 16:00:00,149
04/09/2018 16:00:00,147.75
05/09/2018 16:00:00,144.84
06/09/2018 16:00:00,144.81
07/09/2018 16:00:00,144.54
10/09/2018 16:00:00,146.77
11/09/2018 16:00:00,147.8
12/09/2018 16:00:00,148.89
13/09/2018 16:00:00,147.69
14/09/2018 16:00:00,149.13
17/09/2018 16:00:00,147.1
18/09/2018 16:00:00,149.96
19/09/2018 16:00:00,147.81
20/09/2018 16:00:00,147.65
21/09/2018 16:00:00,148.12
24/09/2018 16:00:00,147.38
25/09/2018 16:00:00,146.81
26/09/2018 16:00:00,141.41
27/09/2018 16:00:00,140.54
28/09/2018 16:00:00,140.62
01/10/2018 16:00:00,136.47
02/10/2018 16:00:00,132.49
03/10/2018 16:00:00,133.48
04/10/2018 16:00:00,131.7
05/10/2018 16:00:00,131.2
08/10/2018 16:00:00,130.84
09/10/2018 16:00:00,130.71
10/10/2018 16:00:00,126.72
11/10/2018 16:00:00,126.8
12/10/2018 16:00:00,127.28
15/10/2018 16:00:00,128.01
16/10/2018 16:00:00,131.15
17/10/2018 16:00:00,130.54
18/10/2018 16:00:00,128.27
19/10/2018 16:00:00,126.48
22/10/2018 16:00:00,127.58
23/10/2018 16:00:00,126.87
24/10/2018 16:00:00,121.25
25/10/2018 16:00:00,123.25
26/10/2018 16:00:00,122.49
29/10/2018 16:00:00,121.71
30/10/2018 16:00:00,124.04
31/10/2018 16:00:00,125.97
01/11/2018 16:00:00,125.63
02/11/2018 16:00:00,126.73
05/11/2018 16:00:00,126.64
06/11/2018 16:00:00,126.33
07/11/2018 16:00:00,129.86
08/11/2018 16:00:00,128.51
09/11/2018 16:00:00,128.28
12/11/2018 16:00:00,126.59
13/11/2018 16:00:00,125.91
14/11/2018 16:00:00,125.45
15/11/2018 16:00:00,127.42
16/11/2018 16:00:00,127.08
19/11/2018 16:00:00,124.45
20/11/2018 16:00:00,123.02
21/11/2018 16:00:00,125.18
23/11/2018 13:00:00,124.35
26/11/2018 16:00:00,126.08
27/11/2018 16:00:00,125.28
28/11/2018 16:00:00,127.46
29/11/2018 16:00:00,127.76
30/11/2018 16:00:00,129.64
03/12/2018 16:00:00,131.07
04/12/2018 16:00:00,126.71
06/12/2018 16:00:00,127.65
07/12/2018 16:00:00,127.58
10/12/2018 16:00:00,127.64
11/12/2018 16:00:00,126.99
12/12/2018 16:00:00,127.85
13/12/2018 16:00:00,128.1
14/12/2018 16:00:00,126.92
17/12/2018 16:00:00,122.82
18/12/2018 16:00:00,123.35
19/12/2018 16:00:00,122.83
20/12/2018 16:00:00,120.61
21/12/2018 16:00:00,116.58
24/12/2018 13:00:00,116.7
26/12/2018 16:00:00,121.09
27/12/2018 16:00:00,125.95
28/12/2018 16:00:00,126.88
31/12/2018 16:00:00,127.75
02/01/2019 16:00:00,128.57
03/01/2019 16:00:00,126.57
04/01/2019 16:00:00,130.4
07/01/2019 16:00:00,131.23
08/01/2019 16:00:00,132.31
09/01/2019 16:00:00,131.58
10/01/2019 16:00:00,132.51
11/01/2019 16:00:00,133.86
14/01/2019 16:00:00,132.11
15/01/2019 16:00:00,134.31
16/01/2019 16:00:00,133.84
17/01/2019 16:00:00,134.88
18/01/2019 16:00:00,136.32
22/01/2019 16:00:00,137.24
23/01/2019 16:00:00,137.48
24/01/2019 16:00:00,138.28
25/01/2019 16:00:00,139.4
28/01/2019 16:00:00,138.51
29/01/2019 16:00:00,138.27
30/01/2019 16:00:00,127.37
31/01/2019 16:00:00,126.89
01/02/2019 16:00:00,128.04
04/02/2019 16:00:00,130.05
05/02/2019 16:00:00,132.15
06/02/2019 16:00:00,128.27
07/02/2019 16:00:00,129.14
08/02/2019 16:00:00,130.78
11/02/2019 16:00:00,136.8
12/02/2019 16:00:00,142.11
13/02/2019 16:00:00,140.43
14/02/2019 16:00:00,140.06
15/02/2019 16:00:00,141.06
19/02/2019 16:00:00,141.91
20/02/2019 16:00:00,140.42
21/02/2019 16:00:00,143.13
22/02/2019 16:00:00,145.41
25/02/2019 16:00:00,146.19
26/02/2019 16:00:00,141.8
27/02/2019 16:00:00,141.19
28/02/2019 16:00:00,141.5
01/03/2019 16:00:00,141.74
04/03/2019 16:00:00,139.31
05/03/2019 16:00:00,138.66
06/03/2019 16:00:00,136.97
07/03/2019 16:00:00,137.35
08/03/2019 16:00:00,138.12
11/03/2019 16:00:00,143
12/03/2019 16:00:00,145.19
13/03/2019 16:00:00,147.5
14/03/2019 16:00:00,148
15/03/2019 16:00:00,148.33
18/03/2019 16:00:00,147.83
19/03/2019 16:00:00,147.4
20/03/2019 16:00:00,147.54
21/03/2019 16:00:00,149.62
22/03/2019 16:00:00,143.83
25/03/2019 16:00:00,144.09
26/03/2019 16:00:00,145.65
27/03/2019 16:00:00,143.62
28/03/2019 16:00:00,144.8
29/03/2019 16:00:00,144.25
01/04/2019 16:00:00,147.34
02/04/2019 16:00:00,146.2
03/04/2019 16:00:00,147.93
04/04/2019 16:00:00,144.57
05/04/2019 16:00:00,146.52
08/04/2019 16:00:00,144.42
09/04/2019 16:00:00,144.13
10/04/2019 16:00:00,147.74
11/04/2019 16:00:00,148.52
12/04/2019 16:00:00,150.65
15/04/2019 16:00:00,149.54
16/04/2019 16:00:00,151.12
17/04/2019 16:00:00,148.11
18/04/2019 16:00:00,146.48
22/04/2019 16:00:00,147.34
23/04/2019 16:00:00,149.16
24/04/2019 16:00:00,149.54
25/04/2019 16:00:00,148
26/04/2019 16:00:00,149.42
29/04/2019 16:00:00,149.23
30/04/2019 16:00:00,149.7
01/05/2019 16:00:00,141.02
02/05/2019 16:00:00,140.84
03/05/2019 16:00:00,141.03
06/05/2019 16:00:00,141.45
07/05/2019 16:00:00,138.87
08/05/2019 16:00:00,137.97
09/05/2019 16:00:00,138.13
10/05/2019 16:00:00,139.26
13/05/2019 16:00:00,135.05
14/05/2019 16:00:00,136.5
15/05/2019 16:00:00,136.22
16/05/2019 16:00:00,138.06
17/05/2019 16:00:00,136.84
20/05/2019 16:00:00,136.27
21/05/2019 16:00:00,137.31
22/05/2019 16:00:00,136.27
23/05/2019 16:00:00,133.92
24/05/2019 16:00:00,134.08
28/05/2019 16:00:00,135.33
29/05/2019 16:00:00,133.75
30/05/2019 16:00:00,133.66
31/05/2019 16:00:00,132.91
03/06/2019 16:00:00,130.9
04/06/2019 16:00:00,133.82
05/06/2019 16:00:00,134.38
06/06/2019 16:00:00,134.41
07/06/2019 16:00:00,137.14
10/06/2019 16:00:00,136.55
11/06/2019 16:00:00,134.14
12/06/2019 16:00:00,132.68
13/06/2019 16:00:00,132.05
14/06/2019 16:00:00,133.65
17/06/2019 16:00:00,141.25
18/06/2019 16:00:00,145.59
19/06/2019 16:00:00,147.67
20/06/2019 16:00:00,147.89
21/06/2019 16:00:00,146.72
24/06/2019 16:00:00,141.58
25/06/2019 16:00:00,140.16
26/06/2019 16:00:00,139.12
27/06/2019 16:00:00,141.03
28/06/2019 16:00:00,143.31
01/07/2019 16:00:00,140.03
